CRN,Course,Sec,Seats,Title,Days,Times,Instructor,Loc,Class Info
25935,CIS 40,01Z,WL,"Introduction to Programming in PythonView FootnoteCIS-040.-2GZ:  This class is offered through the CCAP Agreement for high school students only, as a dual enrollment section. Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·T·R···,04:30 PM-06:20 PM,Yau Lau,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
26032,CIS 40,03Z,WL,"Introduction to Programming in PythonView FootnoteCIS-040.-03Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",··W····,01:30 PM-02:20 PM,Anita Whitehill,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
TBA,·······,TBA-TBA,,,,,,,
26785,CIS 40,01GZ,Full,"Introduction to Programming in PythonView FootnoteCIS-040.-1GZ:  This class is offered through the CCAP Agreement for high school students only, as a dual enrollment section. Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·T·R···,04:30 PM-06:20 PM,Yau Lau,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
26035,CIS 40,62Z,WL,"Introduction to Programming in PythonView FootnoteCIS -040.-62Z Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Alexandre Stoykov,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
27462,CIS 40,63Z,Full,"Introduction to Programming in PythonView FootnoteCIS-40-63Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Mirsaeid Abolghasemi,ONLINE,OLLQ 
LAB,·······,TBA-TBA,,,,,,,
23384,CIS 41A,01Z,Open,"Python ProgrammingView FootnoteCIS-041A-01Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.  ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·T·R···,03:30 PM-05:20 PM,Ira Oldham,ONLINE,OL Download Syllabus for CIS 41A 01Z 
